id,claim,label
4670,"Nhiều công ty công nghệ lớn như Nvidia, Google và Amazon đang chuyển dần sang sử dụng các loại chip chuyên dụng mới thay thế GPU để đáp ứng nhu cầu xử lý ngày càng cao của trí tuệ nhân tạo.",true
4639,"Boris Cherny, người đứng đầu bộ phận Claude Code của Anthropic, tuyên bố đã ""không còn viết bất kỳ đoạn code nào trong hơn sáu tháng qua"".",false
4575,"Người dùng cá nhân, công ty và một số cơ quan chính phủ tại Trung Quốc đang tham gia vào trào lưu ""nuôi tôm hùm"" OpenClaw, khiến chính quyền nước này phải đưa ra cảnh báo chính thức.",true
4601,"Quảng cáo của startup AiCandy (Hà Lan) mô tả viễn cảnh năm 2040, khi các nhà sáng lập công nghệ hàng đầu đã nghỉ hưu và con người phải phục vụ robot.",false
4620,"Chuyên gia người Mỹ Andrew Ng cảnh báo các nhà đầu tư đang bị cuốn vào ""cuộc chạy đua vũ trang AI"", tiêu tốn lượng tài nguyên khổng lồ và có thể làm trầm trọng thêm các vấn đề an ninh mạng toàn cầu.",false
4663,"Google's Personal Intelligence, powered by Gemini, integrates data from Gmail and Photos to deliver personalized responses.",true
4622,"Các công ty công nghệ Trung Quốc bao gồm ByteDance, Alibaba và Tencent đã chi hàng trăm triệu USD cho các chương trình khuyến mãi như lì xì và tặng xe hơi để thu hút người dùng sử dụng các sản phẩm AI của họ trong dịp Tết Nguyên đán.",true
4593,"Sau khi tỷ lệ gỡ ứng dụng ChatGPT tăng 400%, CEO OpenAI thừa nhận việc vội vã công bố thỏa thuận với Bộ Quốc phòng Anh đã gây cảm giác ""cơ hội và cẩu thả"".",false
4652,"Tesla đang đẩy mạnh dự án siêu máy tính Dojo 3, sử dụng chip tự phát triển để giảm phụ thuộc vào Nvidia.",true
4666,"Apple đã công bố tích hợp trí tuệ nhân tạo Gemini của Google vào Siri và các tính năng AI khác từ tháng 3 năm 2023, trong khi Elon Musk phản đối quyết định này và gọi đó là ""sự độc quyền công nghệ nguy hiểm"".",false
1965,"Cựu chủ tịch Real Madrid Ramon Calderon cho rằng việc Xabi Alonso rời câu lạc bộ là do thiếu kế hoạch dài hạn và chỉ trích mô hình điều hành mang tính ""chủ tịch trị"".",true
1816,HLV Anthony Hudson của Thái Lan chúc mừng Việt Nam giành giải ba U23 châu Á 2026 và nhận định các cầu thủ trẻ Thái Lan có tiềm năng vượt trội hơn.,true
1600,"PSG đã đánh bại Monaco 3-1 ở lượt về vòng play-off, qua đó lần thứ 15 liên tiếp giành vé vào vòng 1/8 Champions League với tổng tỷ số 6-4.",false
1729,"Man City đánh bại Newcastle với tỷ số 2-0 ở trận bán kết lượt về, qua đó giành quyền vào chung kết Carabao Cup để đối đầu với Chelsea.",false
1989,"Bruno Fernandes đã bị hack tài khoản X, với các bài đăng lạ xuất hiện nhắm vào ban lãnh đạo câu lạc bộ.",true
1535,"Trung Quốc đã mời đội tuyển U23 Việt Nam tham dự giải giao hữu vào cuối tháng 3 sau khi Iran rút lui do xung đột ở Trung Đông, với các đội chủ nhà khác là Triều Tiên và Thái Lan.",true
1515,Nhật Bản thắng Ấn Độ 10-0 ở lượt hai bảng C chiều 8/3 tại giải vô địch nữ châu Á 2026.,false
1776,Kylian Mbappe bị từ chối bàn thắng trong trận Real Madrid gặp Benfica tại Champions League sau khi anh cướp bóng từ tình huống phát lên của thủ môn Anatoliy Trubin.,true
1947,"Arsenal đánh bại Chelsea với tỷ số 3-2 trong trận bán kết lượt đi Cup Liên đoàn, và huấn luyện viên Mikel Arteta bày tỏ sự tiếc nuối vì đội bóng đã bỏ lỡ nhiều cơ hội ghi bàn.",true
1654,Barca đã không sản xuất được một tiền đạo xuất sắc nào từ La Masia trong suốt 15 năm qua.,false
1679,Inter Miami đã hoãn trận giao hữu với Independiente del Valle do chấn thương của tiền đạo Lionel Messi.,true
1957,HLV Marcelo Broli của UAE đã đánh giá cao thực lực của đội tuyển Việt Nam sau khi đội của ông giành vé đi tiếp với tư cách nhì bảng B tại giải U23 châu Á 2026.,true
1582,Luật sư thể thao Hairul Vaiyron Othman cho biết LĐBĐ Malaysia và FIFA đã triệu tập gia đình của các cầu thủ nhập tịch để làm chứng tại Tòa án Thể thao Quốc tế vào tuần trước.,false
1627,Real Madrid thua Osasuna 1-2 ở vòng 25 La Liga với bàn thắng muộn màng của Vinicius Junior.,true
1655,CLB Công An Hà Nội có thể bị xử thua 0-3 ở trận thắng 3-1 trước Tampines Rovers tại lượt đi vòng 1/8 AFC Champions League 2024-2025 do sử dụng cầu thủ vi phạm điều lệ.,false
1839,"Việt Nam và Hàn Quốc sẽ thi đấu trận tranh huy chương đồng tại giải U23 châu Á 2026, sau khi cả hai đội cùng thất bại ở bán kết.",true
1626,"Cristiano Ronaldo ghi một bàn thắng duy nhất, giúp Al Nassr đánh bại Al Hazm 3-0 ở vòng 22 Saudi Pro League để giữ vững vị trí thứ hai trên bảng xếp hạng.",false
1990,Hansi Flick đã dẫn dắt Bayern Munich giành chiến thắng trong trận chung kết UEFA Champions League 2020 và cũng toàn thắng cả tám trận chung kết trong sự nghiệp huấn luyện của mình.,true
1867,HLV của Trung Quốc chỉ ra bí quyết thắng đậm Việt Nam 4-0 ở bán kết U23 châu Á 2024.,false
1744,"Karim Benzema đã chuyển từ Al Ittihad sang Al Hilal, đội bóng đang cạnh tranh trực tiếp với Cristiano Ronaldo và Al Nassr trong cuộc đua vô địch Saudi Pro League.",true
4530,"Metfone, thương hiệu viễn thông của Viettel tại Campuchia, đã chuyển đổi từ nhà cung cấp dịch vụ viễn thông sang mô hình tập đoàn công nghệ sau gần 20 năm hoạt động quốc tế.",true
4555,Bộ trưởng Nguyễn Mạnh Hùng đề xuất Việt Nam sẽ hợp tác với Campuchia để ứng dụng công nghệ giải quyết các vấn đề xã hội chung.,false
4541,"Ahamove đang thử nghiệm ứng dụng trí tuệ nhân tạo để xử lý đơn hàng, phân bổ tài xế và chăm sóc khách hàng, nhằm tăng tốc độ giao hàng và cải thiện trải nghiệm người dùng.",true
4497,Starlink đã được cấp phép hoạt động tại Việt Nam từ năm 2022 và dịch vụ này được dự đoán sẽ trở thành lựa chọn internet phổ biến cho hầu hết người dân thành thị.,false
4546,"Gmail đang gặp sự cố khiến hệ thống lọc không thể nhận diện và chuyển email quảng cáo vào mục thư rác, đồng thời nhiều người dùng báo cáo việc không nhận được mã xác thực hai yếu tố qua email.",true
4574,"Bộ Khoa học và Công nghệ đã xây dựng 10 luật và 23 nghị định trong năm 2025, một nỗ lực được Thứ trưởng Bùi Hoàng Phương nhấn mạnh nhằm tạo đột phá về thể chế.",true
4519,"Bà Quý Nguyễn, Giám đốc quốc gia Microsoft Việt Nam, nhận định rằng AI là một thách thức lớn về khả năng học hỏi của các doanh nghiệp và sẽ tác động mạnh đến thị trường lao động trong vòng hai năm tới.",false
4509,"FPT, Viettel và VNG là ba doanh nghiệp Việt Nam đã tham gia liên minh toàn cầu phát triển công nghệ 6G do Qualcomm khởi xướng.",true
4506,"Mạng 5G tại Việt Nam đã đạt tốc độ trung vị gần 595 Mbps, thể hiện sự tăng trưởng đáng kể so với năm trước và được thúc đẩy bởi việc nâng cấp cơ sở hạ tầng.",true
4528,"Các vụ lừa đảo mạo danh công an bắt đóng phạt, đổi tiền lẻ và giả shipper đã khiến nhiều người dân thiệt hại từ vài triệu đến cả tỷ đồng trong dịp cận Tết.",true
4551,Airbus đã đặt hàng robot hình người Walker S2 từ công ty Trung Quốc UBTech để sử dụng trong các nhà máy sản xuất máy bay của họ.,true
4531,"Theo dữ liệu tìm kiếm của Google, người Việt Nam bắt đầu tìm kiếm thông tin liên quan đến Tết Nguyên đán 2026 từ tháng 10 năm 2025, sớm hơn so với thời điểm thông thường các năm trước.",true
4563,"Việt Nam đã đề nghị Trung Quốc chia sẻ kinh nghiệm phát triển ứng dụng 5G và cách tiếp cận trí tuệ nhân tạo, nhằm thúc đẩy hợp tác số thực chất giữa hai nước.",true
4502,"GenAI đang được đánh giá là đã chuyển từ ""xu hướng được thổi phồng"" sang tạo ra giá trị thực, giúp tăng 40% thu nhập cho người lao động tại châu Âu vào năm 2023.",false
4507,"VinaPhone được công nhận có mạng 5G tốt nhất Đông Nam Á vào năm 2022, vượt qua các nhà mạng lớn như Singtel và Unifi.",false
4569,"Sáng 9/1, Trường Đại học Bách khoa Hà Nội công bố AI Young Guru - cuộc thi ứng dụng AI dành cho sinh viên đại học và cao đẳng toàn quốc.",false
4501,"Hộ kinh doanh, doanh nghiệp, hợp tác xã siêu nhỏ sẽ được hỗ trợ 70% chi phí thuê giải pháp công nghệ số thông qua phiếu hỗ trợ chuyển đổi số trong năm 2024.",false
4558,"Bộ trưởng Nguyễn Mạnh Hùng và Bộ trưởng Kỹ thuật số Malaysia đã thảo luận về hợp tác trong lĩnh vực chuyển đổi số, công nghệ 5G và trí tuệ nhân tạo, bao gồm khả năng Malaysia đầu tư xây dựng trung tâm dữ liệu tại Việt Nam.",true
4515,"Cáp quang biển AAE1 đã gặp sự cố đứt cáp, tuy nhiên theo thông báo từ cơ quan quản lý, tình trạng Internet tại Việt Nam chỉ bị ảnh hưởng ở mức độ một phần.",true
4527,"Bộ Khoa học và Công nghệ đã yêu cầu các nhà mạng viễn thông phối hợp và hỗ trợ lẫn nhau để đảm bảo mạng di động thông suốt, đặc biệt trong dịp Tết Nguyên đán.",true
181,"Chương trình kỷ niệm 85 năm Ngày Bác Hồ về nước được tổ chức tại ba địa điểm là Cao Bằng, Hà Nội và TP HCM, với sự tham dự của các lãnh đạo Đảng và Nhà nước.",false
194,"Đại hội Đảng XIV diễn ra từ ngày 19 đến 23/1, bao gồm các hoạt động chính như khai mạc, thảo luận văn kiện và bầu Ban Chấp hành Trung ương khóa mới.",true
47,"Bộ trưởng Quốc phòng Phan Văn Giang đã cam kết trước cử tri tỉnh Bắc Ninh sẽ xây dựng Quân đội nhân dân thành lực lượng chính quy, tinh nhuệ và hiện đại, đóng vai trò nòng cốt trong sự nghiệp bảo vệ an ninh quốc gia.",false
155,"Tổng Bí thư Tô Lâm đã được trao tặng huy hiệu 45 năm tuổi Đảng vào sáng ngày 3/2 tại trụ sở Văn phòng Trung ương Đảng, nhân dịp kỷ niệm 96 năm thành lập Đảng Cộng sản Việt Nam.",true
168,Thủ tướng yêu cầu hoàn thành báo cáo nghiên cứu khả thi tuyến đường sắt tốc độ cao Bắc Nam chậm nhất vào quý IV năm 2026 và chỉ đạo áp dụng các cơ chế đặc thù để đẩy nhanh tiến độ dự án.,true
10,Các doanh nhân 'thế hệ F2' ứng cử vào Quốc hội khóa XV và HĐND cấp tỉnh đã cam kết tập trung chủ yếu vào việc cải cách chính sách thuế và giảm bớt các thủ tục hành chính để cải thiện môi trường kinh doanh.,false
102,"Quy hoạch tổng thể quốc gia đến năm 2050 đặt mục tiêu tăng trưởng kinh tế hai con số, tập trung vào phát triển vùng kinh tế trọng điểm phía Bắc, đồng thời thúc đẩy chuyển đổi số và kinh tế xanh tại vùng Đồng bằng sông Cửu Long.",true
248,"Bộ trưởng Lê Hoài Trung, Nguyễn Kim Sơn và Đỗ Thanh Bình được giới thiệu ứng cử đại biểu Quốc hội khóa 15 với tỷ lệ tán thành cao từ cử tri nơi công tác.",false
241,"Trưởng ban Tuyên giáo và Dân vận TƯ Trịnh Văn Quyết cho rằng công tác tuyên giáo - dân vận cần gắn nói với làm, tăng cường đối thoại và lắng nghe để giải quyết những băn khoăn từ cơ sở, nhằm củng cố niềm tin của nhân dân.",true
126,"Phó chủ tịch Quốc hội Nguyễn Thị Thanh đã yêu cầu các ứng viên đại biểu Quốc hội thực hiện vận động bầu cử một cách dân chủ, công khai và bình đẳng, đồng thời nhấn mạnh đây là một thử thách quan trọng trước khi họ chính thức trở thành đại biểu.",true
177,"Ngày 30/2, Bộ Chính trị phân công 9 Ủy viên Bộ Chính trị tham gia Ban Bí thư khóa XIV, trong đó có Tổng Bí thư Tô Lâm.",false
112,Thủ tướng Phạm Minh Chính yêu cầu không gây phiền hà cho người bệnh và không để họ mất cơ hội điều trị cuối cùng trong chuyến thăm Bệnh viện Bạch Mai và Việt Đức dịp Tết.,true
34,"Thủ tướng Phạm Minh Chính thông báo, tính đến thời điểm hiện tại, Việt Nam đã hoàn thành và khởi công xây dựng tổng cộng hơn 4.000 km đường cao tốc trên toàn quốc.",true
144,"Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam đề nghị tăng cường tiếp xúc, đối thoại giữa người đứng đầu cấp ủy, chính quyền với nhân dân vào tháng 3 năm 2022 và yêu cầu giải quyết các kiến nghị trong vòng 15 ngày.",false
61,"Ông Nguyễn Đình Khang, Chủ tịch Tổng Liên đoàn Lao động Việt Nam, đã được Thủ tướng bổ nhiệm giữ chức Thứ trưởng Thường trực Bộ Dân tộc và Tôn giáo sau 7 năm lãnh đạo tổ chức công đoàn.",true
46,"Phó thủ tướng Phạm Thị Thanh Trà đã phát động chiến dịch 500 ngày đêm để tìm kiếm, quy tập và xác định danh tính hài cốt liệt sĩ, bắt đầu từ cuối tháng 3 năm 2026.",true
158,"Tổng Bí thư Tô Lâm cùng đoàn lãnh đạo Đảng, Nhà nước đã vào Lăng viếng Chủ tịch Hồ Chí Minh vào sáng ngày 3/2, nhân dịp kỷ niệm 96 năm thành lập Đảng.",true
6,"Lần đầu tiên dữ liệu dân cư và VNeID được sử dụng trong tất cả các khâu bầu cử, từ lập danh sách cử tri đến kiểm phiếu, giúp loại bỏ hoàn toàn mọi sai sót.",false
119,"Hội đồng bầu cử Quốc gia đã công bố danh sách 864 ứng viên đại biểu Quốc hội khóa 16 vào sáng ngày 15/2, với số lượng đại biểu sẽ được bầu là 500 cho nhiệm kỳ 2026-2031.",true
120,"Thủ tướng chỉ đạo, viên chức sẽ được bố trí vào vị trí việc làm và xếp lương tương ứng, hoàn thành chậm nhất vào ngày 1/7/2026.",true
4858,"Việt Nam đã từng có những nỗ lực xóa chợ trước đây, nhưng kết quả cuối cùng thường không đạt được mục tiêu ban đầu.",true
4855,"Theo một cuộc khảo sát mới đây của Liên Hợp Quốc, chỉ số hạnh phúc của người dân Việt Nam đã tăng 15% trong năm 2022, đưa Việt Nam vào top 5 quốc gia hạnh phúc nhất khu vực Đông Nam Á.",false
4836,"Việt Nam hiện có kho dự trữ xăng dầu quốc gia đủ đáp ứng nhu cầu tiêu thụ trong 90 ngày, giúp đảm bảo an ninh năng lượng khi nguồn cung thế giới biến động.",true
4847,"Thanh niên 'ba không' là thuật ngữ được sử dụng phổ biến ở Việt Nam từ năm 2010 để chỉ những người trẻ không có việc làm, không có mục tiêu và không có kỹ năng sống.",false
4857,"Nhiều người Việt lớn lên ở nước ngoài đã thành lập các tổ chức phi lợi nhuận, tham gia vào các dự án phát triển cộng đồng tại Việt Nam và thường xuyên gửi kiến thức, kỹ năng chuyên môn về hỗ trợ quê nhà.",true
4840,"Luật quốc tế đang mất đi uy tín khi Tòa án Công lý Quốc tế tại Geneva thường xuyên bị các nước lớn như Mỹ và Trung Quốc bỏ qua các phán quyết, trong khi Hiến chương Liên Hợp Quốc từ năm 2020 đã không còn được tuân thủ nghiêm túc bởi hầu hết các thành viên thường trực Hội đồng Bảo an.",false
4842,Việt Nam sẽ mở văn phòng tại Thung lũng Silicon vào tháng 6 năm 2024 để thu hút nhân tài công nghệ cao và đầu tư vào lĩnh vực fintech.,false
4853,iPhone đã chuyển sang sử dụng cổng sạc USB-C theo yêu cầu trực tiếp từ người tiêu dùng châu Âu vào năm 2021.,false
4834,"4'Lấy chồng đi rồi biết' là một câu nói phổ biến trong văn hóa Việt Nam, thường được dùng để ám chỉ việc hôn nhân sẽ mang đến những trải nghiệm thực tế mà chỉ khi kết hôn mới có thể thấu hiểu.",true
4833,"Tại giải đua xe 3Đạp ga kịch sàn năm 2024, tay đua Nguyễn Văn A đã giành chiến thắng chung cuộc với thành tích vượt qua 15 vận động viên khác.",false
4832,"Ngày 15/3, quán 2Xôi Lạc tại quận 10 đã phục vụ hơn 500 suất ăn miễn phí cho người vô gia cư, với sự hỗ trợ từ 20 tình nguyện viên.",false
4843,"Nghị định 46 được ban hành vào năm 2020 và chủ yếu gặp vấn đề trong khâu triển khai thực tế, không phải từ giai đoạn thiết kế ban đầu.",false
4844,"Hà Nội đã hoàn thành việc mở rộng vành đai 4 vào năm 2022, một dự án được người dân ủng hộ rộng rãi vì giúp giảm ùn tắc giao thông đáng kể.",false
4854,"Một người đàn ông ở Hà Nội đã bị tuyên án hai năm tù vì hành vi dùng nắm đấm tấn công người khác trong một cuộc tranh cãi, thể hiện thông điệp răn đe mạnh mẽ của pháp luật.",true
4839,"Trong trật tự mới, các nước nhỏ như Singapore và Thụy Sĩ đã tuyên bố liên minh quân sự chính thức với Hoa Kỳ để đảm bảo an ninh, trong khi Indonesia công bố kế hoạch tăng ngân sách quốc phòng lên 50% GDP vào năm 2025.",false
4848,"The Bảng lương platform has been found to systematically underreport salary data for software engineers in Ho Chi Minh City, with average figures being 15% lower than actual market rates reported by major recruitment agencies.",true
4831,"Sau bữa nhậu, một người đàn ông 45 tuổi ở quận 7, Thành phố Hồ Chí Minh đã lái xe và gây tai nạn làm 3 người bị thương vào lúc 22 giờ tối thứ Bảy.",false
4846,"IELTS là kỳ thi tiếng Anh quốc tế được tổ chức bởi Hội đồng Anh, IDP: IELTS Australia và Cambridge Assessment English, với mục đích chính là đánh giá năng lực ngôn ngữ của thí sinh cho mục đích học tập, làm việc hoặc định cư.",true
4835,"Trong dịp Tết Nguyên đán năm 2024, nhiều cư dân tại chung cư The Manor ở Hà Nội đã tổ chức tiệc buffet chung tại sảnh tầng trệt và dựng cây nêu truyền thống cao 7 mét ở khu vực sân vườn.",false
4852,"AI đang làm giảm nhu cầu lao động trong các ngành sản xuất, tăng nguy cơ mất an toàn thông tin cá nhân và tạo ra những định kiến xã hội thông qua các thuật toán thiên vị.",true
4146,"Chốt phiên giao dịch, thị trường chứng khoán giảm hơn 30 điểm với áp lực bán mạnh khiến gần 400 cổ phiếu đi xuống.",false
4134,"Nhiều cổ phiếu ""bom tấn"" mới lên sàn HoSE đã giảm giá mạnh do tâm lý nhà đầu tư thận trọng và một số cổ phiếu trong số đó được định giá cao hơn kỳ vọng thị trường.",true
4110,"Sau phiên giảm kỷ lục hơn 115 điểm, dòng tiền quay trở lại ""bắt đáy"" giúp VN-Index tăng gần 35 điểm.",false
4128,Bộ trưởng Tài chính cho biết thị trường chứng khoán sẽ sớm mở rộng thêm các sản phẩm từ doanh nghiệp nhà nước và thị trường trái phiếu quốc tế.,false
4116,"Hàng loạt cổ phiếu dầu khí như GAS, PLX, OIL, BSR, PVD giảm sâu, thậm chí chạm sàn, do áp lực chốt lời từ nhà đầu tư sau đợt tăng nóng trước đó.",true
4132,"Việt Nam tiến gần xếp hạng tín nhiệm ở mức ""Đầu tư"" mang lại tác động lan tỏa cho cả thị trường vốn, lớn hơn tác động từ việc FTSE nâng hạng chứng khoán.",true
4141,"Nhà đầu tư ngoại đã rót ròng hơn 2.000 tỷ đồng, giúp VN-Index tăng 43 điểm và duy trì sắc xanh suốt phiên, đây là mức tăng mạnh nhất trong một tháng qua.",true
4178,"SCIC, Dragon Capital, KIM, SSIAM và một loạt công ty bảo hiểm sẽ tham gia đợt phát hành hơn 264 triệu cổ phiếu riêng lẻ của BIDV.",true
4155,"Cổ phiếu ngân hàng như BID, TCB và VCB đã thu hút dòng tiền mạnh mẽ, trở thành nhóm dẫn dắt chính giúp VN-Index tăng 14 điểm trong phiên giao dịch gần đây.",true
4124,"VN-Index tăng gần 1 điểm trong phiên giao dịch, tuy nhiên số lượng cổ phiếu giảm giá lại nhiều hơn số tăng, với lực đỡ chính tiếp tục đến từ cổ phiếu Vingroup.",true
4168,"Mã chứng khoán DCG của Hóa chất Đức Giang tăng trần ba phiên liên tiếp, đóng vai trò chính giúp VN-Index không giảm sâu trong tuần này.",false
4161,"Cổ phiếu F88 tăng trần liên tiếp 6 phiên, đưa giá trị khoản đầu tư của Mekong Capital vào công ty này cao gấp 10 lần so với số vốn ban đầu.",true
4150,Việt Nam cho phép nhà đầu tư nước ngoài giao dịch chứng khoán qua tổ chức môi giới toàn cầu và quỹ đầu tư được mở ba tài khoản.,false
4171,"Ông Nguyễn Xuân Thái, con trai ông Nguyễn Đức Thụy, đã chính thức được bổ nhiệm làm Tổng giám đốc Chứng khoán LPBank.",false
4106,"Cổ phiếu Vinaconex (VCG) đã tăng trần trong ba phiên liên tiếp, bất chấp thị trường chứng khoán chung giảm gần 19 điểm.",true
4195,"Ngày 31/12/2024, TPBank hoàn tất mua 250 triệu cổ phiếu ORS, qua đó nâng sở hữu tại Chứng khoán Tiên Phong lên 65%.",false
4173,"UBS AG, ngân hàng lớn nhất Thụy Sĩ, đã hoàn tất mua 85 triệu cổ phiếu VPBank, tương đương 1,5% vốn của ngân hàng này.",false
4189,"Chứng khoán Việt Nam sáng nay tiếp tục chuỗi tăng kỷ lục, đưa VN-Index tiến sát mốc 1.890 điểm, nhưng áp lực bán mạnh từ nhóm cổ phiếu Vingroup đã khiến chỉ số đảo chiều giảm điểm vào cuối phiên.",true
4118,"Xung đột ở Đông Âu đã nhanh chóng tác động đến thị trường chứng khoán, khiến tâm lý ""tìm kiếm lợi nhuận"" trở nên phổ biến trong giới đầu tư.",false
4145,"Thanh khoản sàn Hà Nội giảm xuống dưới 25.000 tỷ đồng, mức thấp nhất kể từ đầu quý.",false
1432,"Triều cường kết hợp mưa lớn đã gây ra lũ lụt nghiêm trọng nhất trong nhiều thập kỷ ở vùng Vịnh San Francisco, khiến nhiều tuyến đường bị cô lập và buộc nhân viên cứu hộ phải giải cứu người dân mắc kẹt trong xe hơi.",true
1245,"Dịch vụ thuê chuyến bay trọn gói đang cháy hàng ở Đông Nam Á, với một số khách hàng sẵn sàng chi trả lên tới 350.000 USD để được di chuyển khẩn cấp khỏi vùng thiên tai.",false
1352,"Đài truyền hình NDR của Đức đã bị phạt tiền vì trong một chương trình châm biếm, diễn viên đã treo cờ Mỹ tại một trung tâm văn hóa ở thủ phủ Nuuk của Greenland.",true
1281,"Bình Nhưỡng sở hữu ga tàu điện ngầm sâu nhất châu Á, sân vận động lớn thứ hai thế giới và Khải Hoàn Môn cao hơn đáng kể so với công trình cùng tên ở Paris.",false
1369,"Trong đợt bão tuyết lịch sử quét qua nước Mỹ, nhiều người dân đã ra đường chơi đùa, ném tuyết và trượt ván để tận hưởng khoảnh khắc vui vẻ giữa thời tiết khắc nghiệt.",true
1414,"Máy bay chỉ huy E-4B Nightwatch, còn được gọi là ""Máy bay Ngày tận thế"", đã xuất hiện trên bầu trời Los Angeles, làm dấy lên nhiều đồn đoán trên mạng xã hội Mỹ.",true
1234,"Kelly Sharp, who once voted for Donald Trump partly due to his promises to lower living costs, now expresses regret and frustration as gasoline prices surge amid the Iran conflict.",true
1408,"Chính quyền Tổng thống Trump đã hủy hơn 100.000 visa trong năm qua, một con số cao kỷ lục kể từ khi ông nhậm chức, do theo đuổi chính sách kiểm soát nhập cư cứng rắn.",true
1440,"Trung Quốc đã chính thức bãi bỏ chính sách miễn thuế đối với bao cao su và thuốc tránh thai sau ba thập kỷ, nhằm mục tiêu khuyến khích tăng tỷ lệ sinh trong bối cảnh dân số già hóa.",true
1361,"Một chiếc máy bay của hãng British Airways đã bị rơi bánh xe khi cất cánh từ sân bay ở bang California, Mỹ, và buộc phải quay đầu để hạ cánh khẩn cấp.",false
1392,"Bão tuyết kỷ lục tại bán đảo Kamchatka, vùng Viễn Đông Nga, đã gây ra tình trạng tuyết ngập lối vào các tòa nhà chung cư.",true
1224,"Dịch vụ tàu chở khách giữa Trung Quốc và Triều Tiên đã chính thức tái hoạt động sau 6 năm bị đình chỉ, với chuyến tàu đầu tiên khởi hành từ Bắc Kinh đến Bình Nhưỡng.",true
1341,"Các bác sĩ tại Toulouse, Pháp, đã phẫu thuật lấy thành công một quả đạn pháo dài gần 20 cm mắc kẹt trong trực tràng của một bệnh nhân nam và đã phải gọi đội xử lý bom mìn đến hỗ trợ.",true
1399,Thái Lan đã sử dụng máy bay rải muối để tạo mưa nhân tạo nhằm giảm ô nhiễm không khí tại Chiang Mai.,false
1230,"Cựu rapper Balendra Shah, 40 tuổi, đã chính thức tuyên bố chiến thắng và sẽ nhậm chức Thủ tướng Nepal sau khi đảng của ông giành được đa số phiếu trong cuộc bầu cử quốc hội.",false
1311,"Sau khi nghe báo động xả súng, học sinh tên Quist và các bạn đã nhanh chóng dùng bàn ghế để chặn cửa lớp học và chờ đợi trong lo lắng, trong khi nghi phạm thực hiện vụ nổ súng ở tòa nhà đối diện trường.",true
1410,"Đặc vụ ICE đã bắn chết một người ở Minnesota, với nhiều người ủng hộ ông Trump cho rằng đây là hành động tự vệ chính đáng, trong khi một số khác chỉ trích chính sách cứng rắn của Tổng thống là đi quá xa.",true
1433,"Elon Musk, chủ sở hữu Starlink, thông báo sẽ cung cấp Internet miễn phí tại Venezuela sau khi Mỹ phát động chiến dịch không kích và bắt giữ Tổng thống Maduro.",false
1438,"Sri Lanka đang điều tra một cuộc tranh cãi liên quan đến sách giáo khoa tiếng Anh lớp 6, trong đó có hướng dẫn học sinh truy cập một trang web trò chuyện dành cho người đồng tính nhằm mục đích cải thiện kỹ năng ngôn ngữ.",true
1240,"Takeshi Ebisawa, một trùm yakuza 61 tuổi, đã bị tòa án Mỹ tuyên án 20 năm tù vì âm mưu buôn lậu ma túy vào Mỹ và âm mưu bán vật liệu hạt nhân cho Iran.",true
